"","Month","Birch_Albedo","Pine_Albedo","Spruce_Albedo","SWE_mm","Temp_K","LocalityCode","LocalityName","Region","Treatment","Year","Years_Since_Exclosure","Exclosure_Year","Clearcut_Year","Composite_Albedo"
"45",9,0.160513461324789,0.145979612206814,0.151559557252795,0,280.826666666667,"1BBB","steinkjer_1bbb","trondelag","open",2012,4,2008,2005,0.160077718573905
"46",10,0.169019820118469,0.159709878208182,0.165666123758844,7.34838709677419,275.898387096774,"1BBB","steinkjer_1bbb","trondelag","open",2012,4,2008,2005,0.168815914529109
"47",11,0.195121558811183,0.19542579638554,0.191819258456784,12.61,273.95,"1BBB","steinkjer_1bbb","trondelag","open",2012,4,2008,2005,0.195020478142879
"48",12,0.263475924477421,0.251082594318679,0.244786146893448,11.2612903225806,266.220967741935,"1BBB","steinkjer_1bbb","trondelag","open",2012,4,2008,2005,0.262755264867835
"49",1,0.374112278331487,0.365221945872607,0.347155918170277,41.6645161290323,267.504838709677,"1BBB","steinkjer_1bbb","trondelag","open",2013,5,2008,2005,0.372931233424349
"50",2,0.461531893633733,0.419510399214731,0.399126968502953,83.5357142857143,268.564285714286,"1BBB","steinkjer_1bbb","trondelag","open",2013,5,2008,2005,0.45851562692569
"51",3,0.485774832654546,0.450676880002697,0.429303626195834,136.583870967742,267.656451612903,"1BBB","steinkjer_1bbb","trondelag","open",2013,5,2008,2005,0.483083890917336
"52",4,0.397048819407355,0.370663136388527,0.355579365072113,115.596666666667,274.306666666667,"1BBB","steinkjer_1bbb","trondelag","open",2013,5,2008,2005,0.395064687222821
"53",5,0.160012072246685,0.146032631357645,0.150508842232798,0.032258064516129,283.272580645161,"1BBB","steinkjer_1bbb","trondelag","open",2013,5,2008,2005,0.159453004734439
"54",6,0.15998036957409,0.145979563457861,0.15044733215769,0,285.64,"1BBB","steinkjer_1bbb","trondelag","open",2013,5,2008,2005,0.15941984433244
"55",7,0.159980369574079,0.14597956345483,0.15044733215767,0,286.45,"1BBB","steinkjer_1bbb","trondelag","open",2013,5,2008,2005,0.159419844332389
"56",8,0.159980369574083,0.145979563455937,0.150447332157677,0,285.998387096774,"1BBB","steinkjer_1bbb","trondelag","open",2013,5,2008,2005,0.159419844332407
"57",9,0.159980369586803,0.145979564496859,0.150447332177537,0,282.783333333333,"1BBB","steinkjer_1bbb","trondelag","open",2013,5,2008,2005,0.159419844358938
"58",10,0.162673589629747,0.150418347747124,0.15540472580031,2.62258064516129,277.372580645161,"1BBB","steinkjer_1bbb","trondelag","open",2013,5,2008,2005,0.162225407611709
"59",11,0.197674959021325,0.194684328678078,0.190250353558597,8,273.703333333333,"1BBB","steinkjer_1bbb","trondelag","open",2013,5,2008,2005,0.197342532090648
"60",12,0.444878857211765,0.40705938618453,0.390019284144643,96.5258064516129,272.972580645161,"1BBB","steinkjer_1bbb","trondelag","open",2013,5,2008,2005,0.44221572312981
"61",1,0.284302356192392,0.279767472288603,0.25946984830594,21.1096774193548,268.05,"1BBB","steinkjer_1bbb","trondelag","open",2014,6,2008,2005,0.282703086075491
"62",2,0.180025514107452,0.176066708108129,0.169401598423043,5.35357142857143,274.082142857143,"1BBB","steinkjer_1bbb","trondelag","open",2014,6,2008,2005,0.179320281814684
"63",3,0.197538777390599,0.201683721721041,0.189599438124356,17.9838709677419,274.23064516129,"1BBB","steinkjer_1bbb","trondelag","open",2014,6,2008,2005,0.197085745189901
"64",4,0.161440595944602,0.148347608630088,0.1494501270475,1.33333333333333,276.72,"1BBB","steinkjer_1bbb","trondelag","open",2014,6,2008,2005,0.160554806354007
"65",5,0.160073403936621,0.145979584808306,0.147006516317365,0,281.246774193548,"1BBB","steinkjer_1bbb","trondelag","open",2014,6,2008,2005,0.159109912844497
"66",6,0.160073403417501,0.145979563515619,0.147006515578288,0,284.223333333333,"1BBB","steinkjer_1bbb","trondelag","open",2014,6,2008,2005,0.159109912095239
"67",7,0.160073403417108,0.145979563454056,0.147006515577618,0,291.937096774194,"1BBB","steinkjer_1bbb","trondelag","open",2014,6,2008,2005,0.159109912094191
"68",8,0.160073403417109,0.145979563454387,0.147006515577619,0,286.882258064516,"1BBB","steinkjer_1bbb","trondelag","open",2014,6,2008,2005,0.159109912094195
"69",9,0.160073403426481,0.145979564267085,0.147006515592366,0,282.91,"1BBB","steinkjer_1bbb","trondelag","open",2014,6,2008,2005,0.159109912112272
"70",10,0.160073512801726,0.145981225699802,0.147006651940294,0,279.03064516129,"1BBB","steinkjer_1bbb","trondelag","open",2014,6,2008,2005,0.159110039340575
"71",11,0.187105129376466,0.179132019876312,0.170660831987542,0,273.736666666667,"1BBB","steinkjer_1bbb","trondelag","open",2014,6,2008,2005,0.185994307565698
"72",12,0.359797969795382,0.355551241796112,0.330807632476347,38.7806451612903,269.775806451613,"1BBB","steinkjer_1bbb","trondelag","open",2014,6,2008,2005,0.357941836962949
"73",1,0.469670667109707,0.430238547175217,0.386156355544838,100.487096774194,271.120967741935,"1BBB","steinkjer_1bbb","trondelag","open",2015,7,2008,2005,0.463494941734587
"74",2,0.451747673459638,0.40900365523121,0.368655283050425,81.4714285714286,272.439285714286,"1BBB","steinkjer_1bbb","trondelag","open",2015,7,2008,2005,0.445555700888361
"75",3,0.168670278113725,0.161957965757141,0.152669938600259,5.18709677419355,274.733870967742,"1BBB","steinkjer_1bbb","trondelag","open",2015,7,2008,2005,0.167498467168807
"76",4,0.162650829848539,0.15117760620417,0.145529621799846,2.63666666666667,275.896666666667,"1BBB","steinkjer_1bbb","trondelag","open",2015,7,2008,2005,0.161338947904109
"77",5,0.159743703592841,0.145980412430365,0.1409675928411,0,279.372580645161,"1BBB","steinkjer_1bbb","trondelag","open",2015,7,2008,2005,0.158289057039852
"78",6,0.159743655921258,0.145979574993398,0.140967532223702,0,281.56,"1BBB","steinkjer_1bbb","trondelag","open",2015,7,2008,2005,0.158288997821047
"79",7,0.159743655677409,0.145979563465957,0.14096753186991,0,285.059677419355,"1BBB","steinkjer_1bbb","trondelag","open",2015,7,2008,2005,0.158288997417288
"80",8,0.159743655677357,0.145979563454093,0.140967531869817,0,287.991935483871,"1BBB","steinkjer_1bbb","trondelag","open",2015,7,2008,2005,0.158288997417073
"81",9,0.159743655678581,0.145979563609086,0.140967531871842,0,283.753333333333,"1BBB","steinkjer_1bbb","trondelag","open",2015,7,2008,2005,0.158288997420429
"82",10,0.159743819666249,0.145981874672208,0.14096773425681,0,278.862903225806,"1BBB","steinkjer_1bbb","trondelag","open",2015,7,2008,2005,0.158289193017043
"83",11,0.164457212628034,0.154630987353999,0.14790773617721,3.72,275.323333333333,"1BBB","steinkjer_1bbb","trondelag","open",2015,7,2008,2005,0.163206217931708
"84",12,0.187724989812653,0.185529628661223,0.170584534410631,7.48064516129032,273.917741935484,"1BBB","steinkjer_1bbb","trondelag","open",2015,7,2008,2005,0.186537183891551
"85",1,0.272474797530309,0.272703574293359,0.242821887672698,19.1064516129032,266.959677419355,"1BBB","steinkjer_1bbb","trondelag","open",2016,8,2008,2005,0.271462978191272
"86",2,0.444733618691888,0.410704300346843,0.363772653419561,72.5034482758621,270.539655172414,"1BBB","steinkjer_1bbb","trondelag","open",2016,8,2008,2005,0.441674873568518
"87",3,0.384306310639552,0.362870847377984,0.31763844582906,83.0193548387097,273.879032258065,"1BBB","steinkjer_1bbb","trondelag","open",2016,8,2008,2005,0.381843858310462
"88",4,0.157666964198971,0.152082194903286,0.143485170744177,2.48333333333333,275.423333333333,"1BBB","steinkjer_1bbb","trondelag","open",2016,8,2008,2005,0.157134383488588
"89",5,0.154595648429966,0.145979583244245,0.138864787030073,0,281.285483870968,"1BBB","steinkjer_1bbb","trondelag","open",2016,8,2008,2005,0.153984199619836
"90",6,0.154595647957182,0.145979563514027,0.138864786355403,0,284.236666666667,"1BBB","steinkjer_1bbb","trondelag","open",2016,8,2008,2005,0.153984198975555
"91",7,0.154595647956801,0.145979563454323,0.138864786354755,0,286.991935483871,"1BBB","steinkjer_1bbb","trondelag","open",2016,8,2008,2005,0.153984198974659
"92",8,0.154595647956862,0.145979563467566,0.138864786354863,0,284.995161290323,"1BBB","steinkjer_1bbb","trondelag","open",2016,8,2008,2005,0.153984198974833
"93",9,0.154595647956999,0.145979563489336,0.138864786355098,0,284.506666666667,"1BBB","steinkjer_1bbb","trondelag","open",2016,8,2008,2005,0.153984198975159
"94",10,0.154608690898064,0.146060948190484,0.138879223477565,0,277.05,"1BBB","steinkjer_1bbb","trondelag","open",2016,8,2008,2005,0.153997873698153
"95",11,0.234415345830157,0.222083308349372,0.20576127354437,2.40666666666667,272.603333333333,"1BBB","steinkjer_1bbb","trondelag","open",2016,8,2008,2005,0.233330317397474
"96",12,0.238720534368913,0.24865778165081,0.217601257742546,22.1258064516129,273.346774193548,"1BBB","steinkjer_1bbb","trondelag","open",2016,8,2008,2005,0.238083441555036
"97",1,0.281598843122063,0.289030706923198,0.253979248936147,26.5548387096774,272.675806451613,"1BBB","steinkjer_1bbb","trondelag","open",2017,9,2008,2005,0.280132315997147
"98",2,0.251813354841934,0.244509956532187,0.224179079498264,8.21071428571429,270.653571428571,"1BBB","steinkjer_1bbb","trondelag","open",2017,9,2008,2005,0.250346048186518
"99",3,0.257015235129626,0.253443616703421,0.230853965623874,14.6870967741935,272.233870967742,"1BBB","steinkjer_1bbb","trondelag","open",2017,9,2008,2005,0.255626141173568
"100",4,0.165078145881746,0.165422709394546,0.152191012941779,3.83333333333333,274.393333333333,"1BBB","steinkjer_1bbb","trondelag","open",2017,9,2008,2005,0.164393873336261
"101",5,0.153975160168745,0.146139765980195,0.139262906076409,0,279.385483870968,"1BBB","steinkjer_1bbb","trondelag","open",2017,9,2008,2005,0.153193978535523
"102",6,0.153975113723165,0.14613893832361,0.139262846929947,0,284.196666666667,"1BBB","steinkjer_1bbb","trondelag","open",2017,9,2008,2005,0.15319393141556
"103",7,0.153975113722749,0.146138938260271,0.139262846929242,0,286.101612903226,"1BBB","steinkjer_1bbb","trondelag","open",2017,9,2008,2005,0.153193931415129
"104",8,0.15397511372278,0.146138938267404,0.139262846929298,0,285.220967741935,"1BBB","steinkjer_1bbb","trondelag","open",2017,9,2008,2005,0.153193931415162
"105",9,0.153975113723722,0.146138938387787,0.13926284693086,0,283.846666666667,"1BBB","steinkjer_1bbb","trondelag","open",2017,9,2008,2005,0.153193931416136
"106",10,0.154781617399276,0.147566278551362,0.140648939083278,0.858064516129032,278.408064516129,"1BBB","steinkjer_1bbb","trondelag","open",2017,9,2008,2005,0.154031209701081
"107",11,0.242538260840612,0.229965477480277,0.212328935888496,1.69,271.84,"1BBB","steinkjer_1bbb","trondelag","open",2017,9,2008,2005,0.240934225887402
"108",12,0.335009978429136,0.34276757522921,0.303235242128076,35.4903225806452,270.524193548387,"1BBB","steinkjer_1bbb","trondelag","open",2017,9,2008,2005,0.333322824289257
"109",1,0.455247150044874,0.422611592647268,0.371306089184509,87.3806451612903,268.633870967742,"1BBB","steinkjer_1bbb","trondelag","open",2018,10,2008,2005,0.450309440582499
"110",2,0.468154744328969,0.440821692272712,0.38617537891426,116.514285714286,267.521428571429,"1BBB","steinkjer_1bbb","trondelag","open",2018,10,2008,2005,0.463332428716339
"111",3,0.479211528255138,0.455499848066034,0.397176569254615,146.322580645161,267.162903225806,"1BBB","steinkjer_1bbb","trondelag","open",2018,10,2008,2005,0.474385942431578
"112",4,0.367046720186358,0.340375503114069,0.30017410620212,88.26,275.7,"1BBB","steinkjer_1bbb","trondelag","open",2018,10,2008,2005,0.363113037010814
"113",5,0.154923541572668,0.14613893832806,0.137891040775223,0,284.162903225806,"1BBB","steinkjer_1bbb","trondelag","open",2018,10,2008,2005,0.153921629761053
"114",6,0.154923541582129,0.14613893910991,0.137891040790031,0,282.886666666667,"1BBB","steinkjer_1bbb","trondelag","open",2018,10,2008,2005,0.153921629770829
"115",7,0.154923541572212,0.146138938258736,0.137891040774451,0,289.63064516129,"1BBB","steinkjer_1bbb","trondelag","open",2018,10,2008,2005,0.153921629760579
"116",8,0.154923541572225,0.14613893826249,0.137891040774474,0,285.646774193548,"1BBB","steinkjer_1bbb","trondelag","open",2018,10,2008,2005,0.153921629760593
"117",9,0.154923541581216,0.146138939045569,0.137891040788631,0,282.926666666667,"1BBB","steinkjer_1bbb","trondelag","open",2018,10,2008,2005,0.153921629769887
"118",10,0.154927264942434,0.146168287754321,0.137895292747197,0,277.56935483871,"1BBB","steinkjer_1bbb","trondelag","open",2018,10,2008,2005,0.153925384225067
"119",11,0.1566751368341,0.150363438901786,0.139683180345037,0.12,275.04,"1BBB","steinkjer_1bbb","trondelag","open",2018,10,2008,2005,0.155675609981802
"120",12,0.25896721779188,0.253581385327817,0.229067267100349,12.3322580645161,270.362903225806,"1BBB","steinkjer_1bbb","trondelag","open",2018,10,2008,2005,0.257208397162966
"121",1,0.498568006729295,0.462645976132891,0.44404405586193,164.564516129032,270.56935483871,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2009,1,2008,2005,0.495481745359444
"122",2,0.513263232392134,0.477158379793065,0.455310002994986,209.635714285714,266.757142857143,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2009,1,2008,2005,0.509982860916824
"123",3,0.525273876802503,0.484323953563676,0.460169623633736,276.548387096774,272.253225806452,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2009,1,2008,2005,0.521588730396723
"124",4,0.382256905773514,0.345606513759005,0.34104804803456,97.6866666666667,277.403333333333,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2009,1,2008,2005,0.379924328920366
"125",5,0.161194780212752,0.146138946355207,0.152052385598999,0,281.740322580645,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2009,1,2008,2005,0.160677286178012
"126",6,0.161194780055368,0.14613893832577,0.152052385368261,0,284.18,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2009,1,2008,2005,0.160677286016475
"127",7,0.161194780054931,0.146138938258768,0.152052385367519,0,288.046774193548,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2009,1,2008,2005,0.160677286016021
"128",8,0.161194780054931,0.146138938258822,0.152052385367519,0,287.562903225806,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2009,1,2008,2005,0.160677286016021
"129",9,0.161194780073357,0.146138939668203,0.152052385396027,0,282.63,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2009,1,2008,2005,0.160677286035018
"130",10,0.162523553653798,0.149472322297649,0.153544498356384,0.187096774193548,275.191935483871,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2009,1,2008,2005,0.162015305240737
"131",11,0.162687349689052,0.149834687400421,0.153641481385084,0.126666666666667,275.116666666667,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2009,1,2008,2005,0.162175319407695
"132",12,0.26142021259586,0.247294419111132,0.241939197500162,9.42903225806452,268.282258064516,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2009,1,2008,2005,0.260317513628179
"133",1,0.419220198904334,0.389328708377762,0.368276136405691,52.3774193548387,263.162903225806,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2010,2,2008,2005,0.415073589166072
"134",2,0.477794453294493,0.438653788625534,0.416339148554004,112.657142857143,263.803571428571,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2010,2,2008,2005,0.472792277327244
"135",3,0.494912067654573,0.459306126138596,0.434777581826396,155.4,268.991935483871,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2010,2,2008,2005,0.490017400203443
"136",4,0.282367502707974,0.279327395937482,0.271483257757577,40.8066666666667,276.086666666667,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2010,2,2008,2005,0.281481575793406
"137",5,0.161076115860958,0.146299449484393,0.150066023133944,0.0967741935483871,279.311290322581,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2010,2,2008,2005,0.160179945522713
"138",6,0.160979957671393,0.146138940138999,0.149882873245355,0,282.483333333333,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2010,2,2008,2005,0.16007670661346
"139",7,0.160979957645139,0.14613893825879,0.149882873205091,0,287.798387096774,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2010,2,2008,2005,0.160076706586065
"140",8,0.16097995764514,0.146138938259128,0.149882873205093,0,286.795161290323,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2010,2,2008,2005,0.160076706586066
"141",9,0.160979958050065,0.146138955692557,0.149882873785257,0,281.35,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2010,2,2008,2005,0.160076707005255
"142",10,0.16178101064168,0.14750205496034,0.151382690407968,0.790322580645161,277.256451612903,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2010,2,2008,2005,0.160934635738936
"143",11,0.266513021941785,0.254791796296387,0.245484217097301,12.7666666666667,266.663333333333,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2010,2,2008,2005,0.264801375035839
"144",12,0.434962967094148,0.397545845540145,0.375633077232298,58.4096774193548,263.05,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2010,2,2008,2005,0.43013379001237
"145",1,0.48707863898574,0.451590002216091,0.430352741063099,138.009677419355,270.340322580645,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2011,3,2008,2005,0.483121018200439
"146",2,0.498210805677278,0.464252335715961,0.441022843231245,168.207142857143,267.7,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2011,3,2008,2005,0.494220947832206
"147",3,0.50822076523482,0.472799337563215,0.448251205838534,212.335483870968,272.120967741935,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2011,3,2008,2005,0.504036842486242
"148",4,0.382111777110075,0.347286017570778,0.339117022290501,100.346666666667,277.69,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2011,3,2008,2005,0.379112143052896
"149",5,0.160385268812846,0.146138955364166,0.150626655191169,0,281.359677419355,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2011,3,2008,2005,0.159704435304357
"150",6,0.160385268417271,0.146138938259355,0.150626654624073,0,286.563333333333,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2011,3,2008,2005,0.159704434896816
"151",7,0.16038526841727,0.146138938258778,0.15062665462407,0,287.920967741935,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2011,3,2008,2005,0.159704434896814
"152",8,0.16038526841727,0.146138938258987,0.150626654624071,0,287.020967741935,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2011,3,2008,2005,0.159704434896815
"153",9,0.160385268418255,0.146138938388635,0.150626654625709,0,283.843333333333,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2011,3,2008,2005,0.159704434897845
"154",10,0.160385604114506,0.146143079163191,0.150627061612714,0,278.566129032258,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2011,3,2008,2005,0.15970477556787
"155",11,0.160702116960673,0.146809816343067,0.15120103799696,0.276666666666667,276.556666666667,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2011,3,2008,2005,0.160039250986461
"156",12,0.400551318839074,0.378110792578957,0.360877120771598,48,271.901612903226,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2011,3,2008,2005,0.397783351532041
"157",1,0.487166539045581,0.451413261737463,0.41939871868988,137.322580645161,269.224193548387,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2012,4,2008,2005,0.481381481210338
"158",2,0.521045081026483,0.484938283595506,0.444149072999425,243.672413793103,269.725862068966,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2012,4,2008,2005,0.51448078765832
"159",3,0.466122355133641,0.434360370189997,0.391417732383798,343.603225806452,274.124193548387,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2012,4,2008,2005,0.459745131240361
"160",4,0.465970245011166,0.438359831624857,0.396954787324739,290.543333333333,273.83,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2012,4,2008,2005,0.460078681550129
"161",5,0.244193738644224,0.24985887991401,0.234682399850303,33.3806451612903,279.472580645161,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2012,4,2008,2005,0.243381795088645
"162",6,0.160538193507132,0.146138939372128,0.146824552088244,0,282.75,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2012,4,2008,2005,0.159367516800641
"163",7,0.160538193493342,0.14613893825966,0.146824552066755,0,286.359677419355,"1BBUB","steinkjer_1bbb","trondelag","exclosure",2012,4,2008,2005,0.159367516786194
